y4_hhid,region,district,ward,village,region_name,district_name,ward_name,village_name,ea,clusterid,occ,plotnum,plot_area,wardtype,clustertype,lat_modified,lon_modified
1007-001,arusha,2,33,4,ARUSHA,MERU,**CONFIDENTIAL**,KOLILA,4,20203304004,2,M2,0.660000026,mixed,rural,-3.36467672,37.04618025
1025-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,M1,0.790000021,mixed,urban,-3.374689345,36.8331377
1026-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,,,mixed,urban,-3.374689345,36.8331377
1020-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,,,mixed,urban,-3.374689345,36.8331377
1019-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,,,mixed,urban,-3.374689345,36.8331377
1023-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,,,mixed,urban,-3.374689345,36.8331377
1022-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,,,mixed,urban,-3.374689345,36.8331377
1021-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,,,mixed,urban,-3.374689345,36.8331377
1024-001,arusha,2,103,3,ARUSHA,MERU,**CONFIDENTIAL**,USA RIVER,304,20210303304,1,,,mixed,urban,-3.374689345,36.8331377
5033-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,2,M2,2,rural,rural,-3.370862826,36.79723813
5035-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,,,rural,rural,-3.370862826,36.79723813
5028-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,,,rural,rural,-3.370862826,36.79723813
5032-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,M1,0.25,rural,rural,-3.370862826,36.79723813
5034-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,M1,0.180000007,rural,rural,-3.370862826,36.79723813
5031-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,2,M2,0.07,rural,rural,-3.370862826,36.79723813
5032-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,2,M2,1.909999967,rural,rural,-3.370862826,36.79723813
5031-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,3,M3,2,rural,rural,-3.370862826,36.79723813
5034-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,2,M2,0.970000029,rural,rural,-3.370862826,36.79723813
5031-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,M1,0.02,rural,rural,-3.370862826,36.79723813
5030-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,M1,0.699999988,rural,rural,-3.370862826,36.79723813
5033-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,M1,0.230000004,rural,rural,-3.370862826,36.79723813
5029-001,arusha,2,131,2,ARUSHA,MERU,**CONFIDENTIAL**,SING'IS,5,20213102005,1,,,rural,rural,-3.370862826,36.79723813
5048-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
5051-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
5047-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
5050-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
5053-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
5054-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
5049-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
5052-001,arusha,3,102,7,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,MAKAO MAPYA,5,20310207005,1,,,urban,urban,-3.395935129,36.68738605
1041-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,2,M2,0.119999997,urban,urban,-3.355157768,36.60778883
1042-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,M1,0.090000004,urban,urban,-3.355157768,36.60778883
1043-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,M1,0.100000001,urban,urban,-3.355157768,36.60778883
1045-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,,,urban,urban,-3.355157768,36.60778883
1044-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,,,urban,urban,-3.355157768,36.60778883
1038-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,M1,7,urban,urban,-3.355157768,36.60778883
1039-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,,,urban,urban,-3.355157768,36.60778883
1041-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,M1,0.039999999,urban,urban,-3.355157768,36.60778883
1040-001,arusha,3,182,4,ARUSHA,ARUSHA MJINI,**CONFIDENTIAL**,NGARAMTONI CHINI,3,20318204003,1,,,urban,urban,-3.355157768,36.60778883
1063-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,2,M2,7.599999905,rural,rural,-3.912615592,34.75876493
1058-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,3,rural,rural,-3.912615592,34.75876493
1057-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,8.800000191,rural,rural,-3.912615592,34.75876493
1063-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,3,M3,4.53000021,rural,rural,-3.912615592,34.75876493
1061-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,59.09000015,rural,rural,-3.912615592,34.75876493
1059-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,55.38999939,rural,rural,-3.912615592,34.75876493
1060-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,2,M2,2.660000086,rural,rural,-3.912615592,34.75876493
1062-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,2,M2,3.359999895,rural,rural,-3.912615592,34.75876493
1059-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,2,M2,34.20000076,rural,rural,-3.912615592,34.75876493
1063-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,28,rural,rural,-3.912615592,34.75876493
1062-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,1.039999962,rural,rural,-3.912615592,34.75876493
1064-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,1.230000019,rural,rural,-3.912615592,34.75876493
1060-001,arusha,4,61,5,ARUSHA,KARATU,**CONFIDENTIAL**,MATALA,1,20406105001,1,M1,7.900000095,rural,rural,-3.912615592,34.75876493
5072-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,M1,25.72999954,rural,rural,-2.279175245,35.69719671
5073-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,M1,3.079999924,rural,rural,-2.279175245,35.69719671
5067-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,M1,3.660000086,rural,rural,-2.279175245,35.69719671
5071-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,3,M3,24.87000084,rural,rural,-2.279175245,35.69719671
5067-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,2,M2,1.450000048,rural,rural,-2.279175245,35.69719671
5069-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,,,rural,rural,-2.279175245,35.69719671
5071-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,4,M4,0.589999974,rural,rural,-2.279175245,35.69719671
5071-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,2,M2,6.679999828,rural,rural,-2.279175245,35.69719671
5070-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,M1,4,rural,rural,-2.279175245,35.69719671
5066-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,2,M2,7.329999924,rural,rural,-2.279175245,35.69719671
5066-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,M1,8.090000153,rural,rural,-2.279175245,35.69719671
5068-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,M1,8.770000458,rural,rural,-2.279175245,35.69719671
5071-001,arusha,5,51,1,ARUSHA,NGORONGORO,**CONFIDENTIAL**,SALE,1,20505101001,1,M1,0.879999995,rural,rural,-2.279175245,35.69719671
1079-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,2,M2,0.600000024,rural,rural,-3.18444835,36.71383021
1081-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,0.75,rural,rural,-3.18444835,36.71383021
1078-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,1.029999971,rural,rural,-3.18444835,36.71383021
1078-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,4,M4,1.5,rural,rural,-3.18444835,36.71383021
1078-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,2,M2,1,rural,rural,-3.18444835,36.71383021
1076-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,0.270000011,rural,rural,-3.18444835,36.71383021
1083-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,1.970000029,rural,rural,-3.18444835,36.71383021
1077-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,2,M2,0.639999986,rural,rural,-3.18444835,36.71383021
1077-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,1.179999948,rural,rural,-3.18444835,36.71383021
1077-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,3,M3,2,rural,rural,-3.18444835,36.71383021
1079-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,1.360000014,rural,rural,-3.18444835,36.71383021
1078-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,3,M3,0.850000024,rural,rural,-3.18444835,36.71383021
1082-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,1.590000033,rural,rural,-3.18444835,36.71383021
1080-001,arusha,6,11,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,OLDONYOWAS,4,20601102004,1,M1,0.109999999,rural,rural,-3.18444835,36.71383021
5092-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.100000001,rural,rural,-3.255846297,36.59967437
5090-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.5,rural,rural,-3.255846297,36.59967437
5091-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,2,M2,0.200000003,rural,rural,-3.255846297,36.59967437
5088-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.75999999,rural,rural,-3.255846297,36.59967437
5089-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.310000002,rural,rural,-3.255846297,36.59967437
5092-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,2,M2,0.75999999,rural,rural,-3.255846297,36.59967437
5088-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,2,M2,0.200000003,rural,rural,-3.255846297,36.59967437
5087-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.449999988,rural,rural,-3.255846297,36.59967437
5085-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,2,M2,0.5,rural,rural,-3.255846297,36.59967437
5091-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.289999992,rural,rural,-3.255846297,36.59967437
5089-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,2,M2,1,rural,rural,-3.255846297,36.59967437
5085-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.189999998,rural,rural,-3.255846297,36.59967437
5088-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,3,M3,0.039999999,rural,rural,-3.255846297,36.59967437
5086-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,1,M1,0.280000001,rural,rural,-3.255846297,36.59967437
5088-001,arusha,6,111,2,ARUSHA,ARUSHA,**CONFIDENTIAL**,ENGURTOTO,3,20611102003,4,M4,0.25,rural,rural,-3.255846297,36.59967437
1101-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
1100-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
1097-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
1098-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
1099-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
1096-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
1102-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
1095-001,arusha,7,21,2,ARUSHA,LONGIDO,**CONFIDENTIAL**,ENGIKARET,3,20702102003,1,,,rural,rural,-3.063644476,36.74321142
6650-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.910000026,rural,rural,-3.192859968,37.59418256
6645-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.800000012,rural,rural,-3.192859968,37.59418256
6648-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.75999999,rural,rural,-3.192859968,37.59418256
6649-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.579999983,rural,rural,-3.192859968,37.59418256
6649-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,2,M2,0.629999995,rural,rural,-3.192859968,37.59418256
6644-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,2,M2,0.200000003,rural,rural,-3.192859968,37.59418256
6646-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.540000021,rural,rural,-3.192859968,37.59418256
6647-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.629999995,rural,rural,-3.192859968,37.59418256
6643-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.769999981,rural,rural,-3.192859968,37.59418256
6648-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,2,M2,1,rural,rural,-3.192859968,37.59418256
6644-001,kilimanjaro,1,111,2,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIRWA,4,30111102004,1,M1,0.349999994,rural,rural,-3.192859968,37.59418256
2615-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,M1,0.790000021,mixed,rural,-2.98140299,37.54010587
2616-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,M1,7,mixed,rural,-2.98140299,37.54010587
2622-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,M1,0.209999993,mixed,rural,-2.98140299,37.54010587
2621-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,M1,0.239999995,mixed,rural,-2.98140299,37.54010587
2617-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,,,mixed,rural,-2.98140299,37.54010587
2618-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,M1,0.680000007,mixed,rural,-2.98140299,37.54010587
2620-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,M1,0.109999999,mixed,rural,-2.98140299,37.54010587
2619-001,kilimanjaro,1,193,1,KILIMANJARO,ROMBO,**CONFIDENTIAL**,KIKELELWA,9,30119301009,1,M1,2,mixed,rural,-2.98140299,37.54010587
6668-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,,,mixed,urban,-3.664890519,37.44917481
6667-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,2,M2,1.5,mixed,urban,-3.664890519,37.44917481
6665-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,,,mixed,urban,-3.664890519,37.44917481
6669-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,,,mixed,urban,-3.664890519,37.44917481
6666-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,,,mixed,urban,-3.664890519,37.44917481
6662-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,,,mixed,urban,-3.664890519,37.44917481
6667-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,M1,2,mixed,urban,-3.664890519,37.44917481
6663-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,,,mixed,urban,-3.664890519,37.44917481
6664-001,kilimanjaro,2,163,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,LANG'ATA BORA,302,30216302302,1,,,mixed,urban,-3.664890519,37.44917481
6687-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,,,rural,rural,-3.881778444,37.65969776
6681-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,M1,4.610000134,rural,rural,-3.881778444,37.65969776
6685-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,,,rural,rural,-3.881778444,37.65969776
6681-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,2,M2,3.200000048,rural,rural,-3.881778444,37.65969776
6686-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,2,M2,0.620000005,rural,rural,-3.881778444,37.65969776
6686-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,4,M4,1.019999981,rural,rural,-3.881778444,37.65969776
6684-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,3,M3,1,rural,rural,-3.881778444,37.65969776
6686-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,M1,1.25,rural,rural,-3.881778444,37.65969776
6683-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,M1,2.5,rural,rural,-3.881778444,37.65969776
6684-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,2,M2,2.609999895,rural,rural,-3.881778444,37.65969776
6682-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,,,rural,rural,-3.881778444,37.65969776
6684-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,M1,2.460000038,rural,rural,-3.881778444,37.65969776
6686-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,3,M3,2.279999971,rural,rural,-3.881778444,37.65969776
6688-001,kilimanjaro,2,171,2,KILIMANJARO,MWANGA,**CONFIDENTIAL**,MGAGAO,5,30217102005,1,M1,1.419999957,rural,rural,-3.881778444,37.65969776
2635-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,2,M2,0.109999999,rural,rural,-4.353882604,37.97532875
2636-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,3,M3,0.02,rural,rural,-4.353882604,37.97532875
2637-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.889999986,rural,rural,-4.353882604,37.97532875
2641-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,2,M2,0.119999997,rural,rural,-4.353882604,37.97532875
2635-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.07,rural,rural,-4.353882604,37.97532875
2640-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.340000004,rural,rural,-4.353882604,37.97532875
2636-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,2,M2,0.129999995,rural,rural,-4.353882604,37.97532875
2634-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,2,M2,0.5,rural,rural,-4.353882604,37.97532875
2640-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,2,M2,0.550000012,rural,rural,-4.353882604,37.97532875
2637-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,2,M2,0.090000004,rural,rural,-4.353882604,37.97532875
2640-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,3,M3,0.289999992,rural,rural,-4.353882604,37.97532875
2641-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.230000004,rural,rural,-4.353882604,37.97532875
2638-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.180000007,rural,rural,-4.353882604,37.97532875
2639-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,2,M2,0.109999999,rural,rural,-4.353882604,37.97532875
2639-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.25,rural,rural,-4.353882604,37.97532875
2634-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.109999999,rural,rural,-4.353882604,37.97532875
2636-001,kilimanjaro,3,181,3,KILIMANJARO,SAME,**CONFIDENTIAL**,SAMBWENI,5,30318103005,1,M1,0.059999999,rural,rural,-4.353882604,37.97532875
